LineId,EventId
BGL_869,BGL_E67
BGL_870,BGL_E67
BGL_871,BGL_E18
BGL_872,BGL_E67
BGL_873,BGL_E67
BGL_874,BGL_E67
BGL_875,BGL_E67
BGL_876,BGL_E67
BGL_877,BGL_E67
BGL_878,BGL_E67
BGL_879,BGL_E67
BGL_880,BGL_E67
BGL_881,BGL_E67
BGL_882,BGL_E67
BGL_883,BGL_E67
BGL_884,BGL_E67
BGL_885,BGL_E67
BGL_886,BGL_E67
BGL_887,BGL_E67
BGL_888,BGL_E67
BGL_889,BGL_E67
BGL_890,BGL_E67
BGL_891,BGL_E67
BGL_892,BGL_E67
BGL_893,BGL_E67
BGL_894,BGL_E67
BGL_895,BGL_E67
BGL_896,BGL_E67
BGL_897,BGL_E67
BGL_898,BGL_E67
BGL_899,BGL_E67
BGL_900,BGL_E67
BGL_901,BGL_E67
BGL_902,BGL_E67
BGL_903,BGL_E67
BGL_904,BGL_E67
BGL_905,BGL_E67
BGL_906,BGL_E67
BGL_907,BGL_E67
BGL_908,BGL_E67
BGL_909,BGL_E67
BGL_910,BGL_E67
BGL_911,BGL_E67
BGL_912,BGL_E67
BGL_913,BGL_E67
BGL_914,BGL_E67
BGL_915,BGL_E67
BGL_916,BGL_E67
BGL_917,BGL_E67
BGL_918,BGL_E67
BGL_919,BGL_E67
BGL_920,BGL_E67
BGL_921,BGL_E67
BGL_922,BGL_E67
BGL_923,BGL_E67
BGL_924,BGL_E67
BGL_925,BGL_E67
BGL_926,BGL_E67
BGL_927,BGL_E67
BGL_928,BGL_E67
BGL_929,BGL_E67
BGL_930,BGL_E67
BGL_931,BGL_E67
BGL_932,BGL_E67
BGL_933,BGL_E67
BGL_934,BGL_E67
BGL_935,BGL_E67
BGL_936,BGL_E67
BGL_937,BGL_E67
BGL_938,BGL_E67
BGL_939,BGL_E67
BGL_940,BGL_E67
BGL_941,BGL_E67
BGL_942,BGL_E67
BGL_943,BGL_E67
BGL_944,BGL_E67
BGL_945,BGL_E67
BGL_946,BGL_E24
BGL_947,BGL_E42
BGL_948,BGL_E67
BGL_949,BGL_E67
BGL_950,BGL_E67
BGL_951,BGL_E67
BGL_952,BGL_E67
BGL_953,BGL_E67
BGL_954,BGL_E2
BGL_955,BGL_E67
BGL_956,BGL_E67
BGL_957,BGL_E67
BGL_958,BGL_E67
BGL_959,BGL_E67
BGL_960,BGL_E67
BGL_961,BGL_E67
BGL_962,BGL_E67
BGL_963,BGL_E67
BGL_964,BGL_E67
BGL_965,BGL_E67
BGL_966,BGL_E67
BGL_967,BGL_E67
BGL_968,BGL_E67
BGL_969,BGL_E67
BGL_970,BGL_E67
BGL_971,BGL_E67
BGL_972,BGL_E67
BGL_973,BGL_E67
BGL_974,BGL_E67
BGL_975,BGL_E67
BGL_976,BGL_E67
BGL_977,BGL_E67
BGL_978,BGL_E67
BGL_979,BGL_E67
BGL_980,BGL_E67
BGL_981,BGL_E67
BGL_982,BGL_E67
BGL_983,BGL_E67
BGL_984,BGL_E67
BGL_985,BGL_E67
BGL_986,BGL_E67
BGL_987,BGL_E67
BGL_988,BGL_E67
BGL_989,BGL_E67
BGL_990,BGL_E67
BGL_991,BGL_E67
BGL_992,BGL_E67
BGL_993,BGL_E67
BGL_994,BGL_E67
BGL_995,BGL_E67
BGL_996,BGL_E67
BGL_997,BGL_E67
BGL_998,BGL_E67
BGL_999,BGL_E67
BGL_1000,BGL_E67
BGL_1001,BGL_E67
BGL_1002,BGL_E67
BGL_1003,BGL_E67
BGL_1004,BGL_E67
BGL_1005,BGL_E67
BGL_1006,BGL_E67
BGL_1007,BGL_E67
BGL_1008,BGL_E67
BGL_1009,BGL_E67
BGL_1010,BGL_E67
BGL_1011,BGL_E67
BGL_1012,BGL_E67
BGL_1013,BGL_E67
BGL_1014,BGL_E67
BGL_1015,BGL_E67
BGL_1016,BGL_E67
BGL_1017,BGL_E67
BGL_1018,BGL_E67
BGL_1019,BGL_E67
BGL_1020,BGL_E67
BGL_1021,BGL_E67
BGL_1022,BGL_E67
BGL_1023,BGL_E67
BGL_1024,BGL_E67
BGL_1025,BGL_E67
BGL_1026,BGL_E67
BGL_1027,BGL_E67
BGL_1028,BGL_E67
BGL_1029,BGL_E67
BGL_1030,BGL_E112
BGL_1031,BGL_E58
BGL_1032,BGL_E67
BGL_1033,BGL_E4
BGL_1034,BGL_E4
BGL_1035,BGL_E4
BGL_1036,BGL_E4
BGL_1037,BGL_E4
BGL_1038,BGL_E4
BGL_1039,BGL_E4
BGL_1040,BGL_E4
BGL_1041,BGL_E4
BGL_1042,BGL_E4
BGL_1043,BGL_E4
BGL_1044,BGL_E4
BGL_1045,BGL_E4
BGL_1046,BGL_E4
BGL_1047,BGL_E4
BGL_1048,BGL_E4
BGL_1049,BGL_E4
BGL_1050,BGL_E4
BGL_1051,BGL_E4
BGL_1052,BGL_E4
BGL_1053,BGL_E4
BGL_1054,BGL_E4
BGL_1055,BGL_E4
BGL_1056,BGL_E4
BGL_1057,BGL_E4
BGL_1058,BGL_E4
BGL_1059,BGL_E4
BGL_1060,BGL_E4
BGL_1061,BGL_E4
BGL_1062,BGL_E4
BGL_1063,BGL_E4
BGL_1064,BGL_E4
BGL_1065,BGL_E4
BGL_1066,BGL_E4
BGL_1067,BGL_E4
BGL_1068,BGL_E4
BGL_1069,BGL_E4
BGL_1070,BGL_E118
BGL_1071,BGL_E67
BGL_1072,BGL_E67
BGL_1073,BGL_E67
BGL_1074,BGL_E67
BGL_1075,BGL_E67
BGL_1076,BGL_E67
BGL_1077,BGL_E67
BGL_1078,BGL_E67
BGL_1079,BGL_E67
BGL_1080,BGL_E67
BGL_1081,BGL_E4
BGL_1082,BGL_E4
BGL_1083,BGL_E4
BGL_1084,BGL_E4
BGL_1085,BGL_E67
BGL_1086,BGL_E67
BGL_1087,BGL_E67
BGL_1088,BGL_E67
BGL_1089,BGL_E67
BGL_1090,BGL_E67
BGL_1091,BGL_E67
BGL_1092,BGL_E67
BGL_1093,BGL_E67
BGL_1094,BGL_E67
BGL_1095,BGL_E67
BGL_1096,BGL_E67
BGL_1097,BGL_E67
BGL_1098,BGL_E67
BGL_1099,BGL_E67
BGL_1100,BGL_E4
BGL_1101,BGL_E2
BGL_1102,BGL_E118
BGL_1103,BGL_E4
BGL_1104,BGL_E4
BGL_1105,BGL_E4
BGL_1106,BGL_E4
BGL_1107,BGL_E4
BGL_1108,BGL_E4
BGL_1109,BGL_E4
BGL_1110,BGL_E4
BGL_1111,BGL_E4
BGL_1112,BGL_E4
BGL_1113,BGL_E4
BGL_1114,BGL_E4
BGL_1115,BGL_E67
BGL_1116,BGL_E67
BGL_1117,BGL_E4
BGL_1118,BGL_E4
BGL_1119,BGL_E4
BGL_1120,BGL_E4
BGL_1121,BGL_E4
BGL_1122,BGL_E4
BGL_1123,BGL_E4
BGL_1124,BGL_E4
BGL_1125,BGL_E4
BGL_1126,BGL_E4
BGL_1127,BGL_E4
BGL_1128,BGL_E4
BGL_1129,BGL_E67
BGL_1130,BGL_E67
BGL_1131,BGL_E67
BGL_1132,BGL_E67
BGL_1133,BGL_E67
BGL_1134,BGL_E4
BGL_1135,BGL_E67
BGL_1136,BGL_E4
BGL_1137,BGL_E4
BGL_1138,BGL_E4
BGL_1139,BGL_E4
BGL_1140,BGL_E4
BGL_1141,BGL_E4
BGL_1142,BGL_E4
BGL_1143,BGL_E4
BGL_1144,BGL_E4
BGL_1145,BGL_E4
BGL_1146,BGL_E4
BGL_1147,BGL_E4
BGL_1148,BGL_E4
BGL_1149,BGL_E4
BGL_1150,BGL_E4
BGL_1151,BGL_E18
BGL_1152,BGL_E67
BGL_1153,BGL_E67
BGL_1154,BGL_E67
BGL_1155,BGL_E67
BGL_1156,BGL_E67
BGL_1157,BGL_E67
BGL_1158,BGL_E67
BGL_1159,BGL_E67
BGL_1160,BGL_E67
BGL_1161,BGL_E67
BGL_1162,BGL_E67
BGL_1163,BGL_E67
BGL_1164,BGL_E67
BGL_1165,BGL_E67
BGL_1166,BGL_E67
BGL_1167,BGL_E67
BGL_1168,BGL_E67
BGL_1169,BGL_E67
BGL_1170,BGL_E67
BGL_1171,BGL_E67
BGL_1172,BGL_E67
BGL_1173,BGL_E67
BGL_1174,BGL_E67
BGL_1175,BGL_E67
BGL_1176,BGL_E67
BGL_1177,BGL_E67
BGL_1178,BGL_E67
BGL_1179,BGL_E67
BGL_1180,BGL_E67
BGL_1181,BGL_E67
BGL_1182,BGL_E67
BGL_1183,BGL_E67
BGL_1184,BGL_E67
BGL_1185,BGL_E67
BGL_1186,BGL_E67
BGL_1187,BGL_E67
BGL_1188,BGL_E67
BGL_1189,BGL_E67
BGL_1190,BGL_E67
BGL_1191,BGL_E67
BGL_1192,BGL_E67
BGL_1193,BGL_E67
BGL_1194,BGL_E67
BGL_1195,BGL_E67
BGL_1196,BGL_E67
BGL_1197,BGL_E67
BGL_1198,BGL_E67
BGL_1199,BGL_E2
BGL_1200,BGL_E88
BGL_1201,BGL_E88
BGL_1202,BGL_E94
BGL_1203,BGL_E91
BGL_1204,BGL_E93
BGL_1205,BGL_E17
BGL_1206,BGL_E88
BGL_1207,BGL_E17
BGL_1208,BGL_E74
BGL_1209,BGL_E74
BGL_1210,BGL_E74
BGL_1211,BGL_E74
BGL_1212,BGL_E74
BGL_1213,BGL_E74
BGL_1214,BGL_E74
BGL_1215,BGL_E74
BGL_1216,BGL_E74
BGL_1217,BGL_E92
BGL_1218,BGL_E93
BGL_1219,BGL_E90
BGL_1220,BGL_E92
BGL_1221,BGL_E73
BGL_1222,BGL_E73
BGL_1223,BGL_E18
BGL_1224,BGL_E96
BGL_1225,BGL_E73
BGL_1226,BGL_E17
BGL_1227,BGL_E17
BGL_1228,BGL_E90
BGL_1229,BGL_E17
BGL_1230,BGL_E90
BGL_1231,BGL_E92
BGL_1232,BGL_E109
BGL_1233,BGL_E18
BGL_1234,BGL_E13
BGL_1235,BGL_E118
BGL_1236,BGL_E18
BGL_1237,BGL_E18
BGL_1238,BGL_E18
BGL_1239,BGL_E25
BGL_1240,BGL_E25
BGL_1241,BGL_E25
BGL_1242,BGL_E25
BGL_1243,BGL_E25
BGL_1244,BGL_E25
BGL_1245,BGL_E25
BGL_1246,BGL_E25
BGL_1247,BGL_E25
BGL_1248,BGL_E25
BGL_1249,BGL_E25
BGL_1250,BGL_E25
BGL_1251,BGL_E25
BGL_1252,BGL_E25
BGL_1253,BGL_E25
BGL_1254,BGL_E37
BGL_1255,BGL_E37
BGL_1256,BGL_E28
BGL_1257,BGL_E29
BGL_1258,BGL_E39
BGL_1259,BGL_E111
BGL_1260,BGL_E111
BGL_1261,BGL_E18
BGL_1262,BGL_E118
BGL_1263,BGL_E37
BGL_1264,BGL_E34
BGL_1265,BGL_E34
BGL_1266,BGL_E34
BGL_1267,BGL_E2
BGL_1268,BGL_E34
BGL_1269,BGL_E34
BGL_1270,BGL_E18
BGL_1271,BGL_E18
BGL_1272,BGL_E37
BGL_1273,BGL_E34
BGL_1274,BGL_E34
BGL_1275,BGL_E34
BGL_1276,BGL_E34
BGL_1277,BGL_E34
BGL_1278,BGL_E34
BGL_1279,BGL_E37
BGL_1280,BGL_E34
BGL_1281,BGL_E34
BGL_1282,BGL_E118
BGL_1283,BGL_E70
BGL_1284,BGL_E70
BGL_1285,BGL_E70
BGL_1286,BGL_E70
BGL_1287,BGL_E3
BGL_1288,BGL_E3
BGL_1289,BGL_E70
BGL_1290,BGL_E70
BGL_1291,BGL_E3
BGL_1292,BGL_E70
BGL_1293,BGL_E70
BGL_1294,BGL_E70
BGL_1295,BGL_E70
BGL_1296,BGL_E70
BGL_1297,BGL_E70
BGL_1298,BGL_E70
BGL_1299,BGL_E70
BGL_1300,BGL_E70
BGL_1301,BGL_E3
BGL_1302,BGL_E70
BGL_1303,BGL_E70
BGL_1304,BGL_E70
BGL_1305,BGL_E70
BGL_1306,BGL_E3
BGL_1307,BGL_E70
BGL_1308,BGL_E70
BGL_1309,BGL_E70
BGL_1310,BGL_E70
BGL_1311,BGL_E70
BGL_1312,BGL_E70
BGL_1313,BGL_E70
BGL_1314,BGL_E70
BGL_1315,BGL_E3
BGL_1316,BGL_E3
BGL_1317,BGL_E3
BGL_1318,BGL_E70
BGL_1319,BGL_E70
BGL_1320,BGL_E70
BGL_1321,BGL_E70
BGL_1322,BGL_E70
BGL_1323,BGL_E70
BGL_1324,BGL_E70
BGL_1325,BGL_E70
BGL_1326,BGL_E70
BGL_1327,BGL_E18
BGL_1328,BGL_E2
BGL_1329,BGL_E18
BGL_1330,BGL_E92
BGL_1331,BGL_E18
BGL_1332,BGL_E3
BGL_1333,BGL_E3
BGL_1334,BGL_E3
BGL_1335,BGL_E3
BGL_1336,BGL_E70
BGL_1337,BGL_E70
BGL_1338,BGL_E70
BGL_1339,BGL_E3
BGL_1340,BGL_E3
BGL_1341,BGL_E3
BGL_1342,BGL_E3
BGL_1343,BGL_E3
BGL_1344,BGL_E3
BGL_1345,BGL_E3
BGL_1346,BGL_E3
BGL_1347,BGL_E3
BGL_1348,BGL_E3
BGL_1349,BGL_E3
BGL_1350,BGL_E3
BGL_1351,BGL_E3
BGL_1352,BGL_E3
BGL_1353,BGL_E3
BGL_1354,BGL_E3
BGL_1355,BGL_E70
BGL_1356,BGL_E70
BGL_1357,BGL_E70
BGL_1358,BGL_E70
BGL_1359,BGL_E70
BGL_1360,BGL_E70
BGL_1361,BGL_E70
BGL_1362,BGL_E70
BGL_1363,BGL_E70
BGL_1364,BGL_E70
BGL_1365,BGL_E70
BGL_1366,BGL_E70
BGL_1367,BGL_E70
BGL_1368,BGL_E70
BGL_1369,BGL_E70
BGL_1370,BGL_E70
BGL_1371,BGL_E89
BGL_1372,BGL_E89
BGL_1373,BGL_E18
BGL_1374,BGL_E2
BGL_1375,BGL_E34
BGL_1376,BGL_E18
BGL_1377,BGL_E81
BGL_1378,BGL_E81
BGL_1379,BGL_E2
BGL_1380,BGL_E37
BGL_1381,BGL_E81
BGL_1382,BGL_E81
BGL_1383,BGL_E81
BGL_1384,BGL_E93
BGL_1385,BGL_E8
BGL_1386,BGL_E37
BGL_1387,BGL_E81
BGL_1388,BGL_E18
BGL_1389,BGL_E18
BGL_1390,BGL_E81
BGL_1391,BGL_E18
BGL_1392,BGL_E81
BGL_1393,BGL_E40
BGL_1394,BGL_E35
BGL_1395,BGL_E9
BGL_1396,BGL_E2
BGL_1397,BGL_E18
BGL_1398,BGL_E28
BGL_1399,BGL_E29
BGL_1400,BGL_E117
BGL_1401,BGL_E29
BGL_1402,BGL_E29
BGL_1403,BGL_E118
BGL_1404,BGL_E81
BGL_1405,BGL_E29
BGL_1406,BGL_E18
BGL_1407,BGL_E73
BGL_1408,BGL_E92
BGL_1409,BGL_E18
BGL_1410,BGL_E37
BGL_1411,BGL_E37
BGL_1412,BGL_E18
BGL_1413,BGL_E37
BGL_1414,BGL_E93
BGL_1415,BGL_E74
BGL_1416,BGL_E74
BGL_1417,BGL_E74
BGL_1418,BGL_E74
BGL_1419,BGL_E74
BGL_1420,BGL_E74
BGL_1421,BGL_E74
BGL_1422,BGL_E74
BGL_1423,BGL_E74
BGL_1424,BGL_E74
BGL_1425,BGL_E74
BGL_1426,BGL_E74
BGL_1427,BGL_E74
BGL_1428,BGL_E74
BGL_1429,BGL_E74
BGL_1430,BGL_E74
BGL_1431,BGL_E74
BGL_1432,BGL_E74
BGL_1433,BGL_E74
BGL_1434,BGL_E74
BGL_1435,BGL_E74
BGL_1436,BGL_E74
BGL_1437,BGL_E74
BGL_1438,BGL_E74
BGL_1439,BGL_E93
BGL_1440,BGL_E93
BGL_1441,BGL_E74
BGL_1442,BGL_E74
BGL_1443,BGL_E28
BGL_1444,BGL_E28
BGL_1445,BGL_E28
BGL_1446,BGL_E28
BGL_1447,BGL_E28
BGL_1448,BGL_E110
BGL_1449,BGL_E28
BGL_1450,BGL_E28
BGL_1451,BGL_E37
BGL_1452,BGL_E37
BGL_1453,BGL_E37
BGL_1454,BGL_E37
BGL_1455,BGL_E37
BGL_1456,BGL_E18
BGL_1457,BGL_E118
BGL_1458,BGL_E2
BGL_1459,BGL_E18
BGL_1460,BGL_E118
BGL_1461,BGL_E18
BGL_1462,BGL_E18
BGL_1463,BGL_E18
BGL_1464,BGL_E18
BGL_1465,BGL_E29
BGL_1466,BGL_E34
BGL_1467,BGL_E18
BGL_1468,BGL_E34
BGL_1469,BGL_E44
BGL_1470,BGL_E18
BGL_1471,BGL_E18
BGL_1472,BGL_E18
BGL_1473,BGL_E18
BGL_1474,BGL_E26
BGL_1475,BGL_E18
BGL_1476,BGL_E34
BGL_1477,BGL_E18
BGL_1478,BGL_E18
BGL_1479,BGL_E26
BGL_1480,BGL_E29
BGL_1481,BGL_E118
BGL_1482,BGL_E18
BGL_1483,BGL_E18
BGL_1484,BGL_E118
BGL_1485,BGL_E2
BGL_1486,BGL_E29
BGL_1487,BGL_E18
BGL_1488,BGL_E26
BGL_1489,BGL_E26
BGL_1490,BGL_E26
BGL_1491,BGL_E26
BGL_1492,BGL_E26
BGL_1493,BGL_E28
BGL_1494,BGL_E18
BGL_1495,BGL_E117
BGL_1496,BGL_E2
BGL_1497,BGL_E13
BGL_1498,BGL_E18
BGL_1499,BGL_E18
BGL_1500,BGL_E34
BGL_1501,BGL_E34
BGL_1502,BGL_E29
BGL_1503,BGL_E51
BGL_1504,BGL_E51
BGL_1505,BGL_E51
BGL_1506,BGL_E51
BGL_1507,BGL_E51
BGL_1508,BGL_E51
BGL_1509,BGL_E18
BGL_1510,BGL_E18
BGL_1511,BGL_E113
BGL_1512,BGL_E25
BGL_1513,BGL_E25
BGL_1514,BGL_E34
BGL_1515,BGL_E118
BGL_1516,BGL_E2
BGL_1517,BGL_E28
BGL_1518,BGL_E45
BGL_1519,BGL_E13
BGL_1520,BGL_E111
BGL_1521,BGL_E60
BGL_1522,BGL_E18
BGL_1523,BGL_E18
BGL_1524,BGL_E26
BGL_1525,BGL_E18
BGL_1526,BGL_E2
BGL_1527,BGL_E77
BGL_1528,BGL_E18
BGL_1529,BGL_E26
BGL_1530,BGL_E28
BGL_1531,BGL_E28
BGL_1532,BGL_E70
BGL_1533,BGL_E4
BGL_1534,BGL_E4
BGL_1535,BGL_E70
BGL_1536,BGL_E70
BGL_1537,BGL_E70
BGL_1538,BGL_E70
BGL_1539,BGL_E70
BGL_1540,BGL_E70
BGL_1541,BGL_E70
BGL_1542,BGL_E4
BGL_1543,BGL_E70
BGL_1544,BGL_E70
BGL_1545,BGL_E70
BGL_1546,BGL_E70
BGL_1547,BGL_E70
BGL_1548,BGL_E70
BGL_1549,BGL_E70
BGL_1550,BGL_E70
BGL_1551,BGL_E70
BGL_1552,BGL_E70
BGL_1553,BGL_E70
BGL_1554,BGL_E70
BGL_1555,BGL_E70
BGL_1556,BGL_E4
BGL_1557,BGL_E4
BGL_1558,BGL_E4
BGL_1559,BGL_E70
BGL_1560,BGL_E70
BGL_1561,BGL_E70
BGL_1562,BGL_E70
BGL_1563,BGL_E70
BGL_1564,BGL_E70
BGL_1565,BGL_E70
BGL_1566,BGL_E70
BGL_1567,BGL_E70
BGL_1568,BGL_E70
BGL_1569,BGL_E70
BGL_1570,BGL_E70
BGL_1571,BGL_E70
BGL_1572,BGL_E70
BGL_1573,BGL_E70
BGL_1574,BGL_E70
BGL_1575,BGL_E70
BGL_1576,BGL_E4
BGL_1577,BGL_E4
BGL_1578,BGL_E70
BGL_1579,BGL_E70
BGL_1580,BGL_E70
BGL_1581,BGL_E70
BGL_1582,BGL_E70
BGL_1583,BGL_E70
BGL_1584,BGL_E70
BGL_1585,BGL_E70
BGL_1586,BGL_E70
BGL_1587,BGL_E70
BGL_1588,BGL_E70
BGL_1589,BGL_E70
BGL_1590,BGL_E70
BGL_1591,BGL_E70
BGL_1592,BGL_E4
BGL_1593,BGL_E70
BGL_1594,BGL_E70
BGL_1595,BGL_E70
BGL_1596,BGL_E70
BGL_1597,BGL_E70
BGL_1598,BGL_E70
BGL_1599,BGL_E70
BGL_1600,BGL_E4
BGL_1601,BGL_E4
BGL_1602,BGL_E4
BGL_1603,BGL_E4
BGL_1604,BGL_E4
BGL_1605,BGL_E4
BGL_1606,BGL_E4
BGL_1607,BGL_E4
BGL_1608,BGL_E4
BGL_1609,BGL_E4
BGL_1610,BGL_E4
BGL_1611,BGL_E4
BGL_1612,BGL_E4
BGL_1613,BGL_E4
BGL_1614,BGL_E4
BGL_1615,BGL_E4
BGL_1616,BGL_E4
BGL_1617,BGL_E70
BGL_1618,BGL_E70
BGL_1619,BGL_E70
BGL_1620,BGL_E70
BGL_1621,BGL_E70
BGL_1622,BGL_E70
BGL_1623,BGL_E70
BGL_1624,BGL_E70
BGL_1625,BGL_E70
BGL_1626,BGL_E70
BGL_1627,BGL_E70
BGL_1628,BGL_E70
BGL_1629,BGL_E70
BGL_1630,BGL_E70
BGL_1631,BGL_E70
BGL_1632,BGL_E70
BGL_1633,BGL_E70
BGL_1634,BGL_E70
BGL_1635,BGL_E70
BGL_1636,BGL_E70
BGL_1637,BGL_E70
BGL_1638,BGL_E4
BGL_1639,BGL_E70
BGL_1640,BGL_E70
BGL_1641,BGL_E70
BGL_1642,BGL_E70
BGL_1643,BGL_E70
BGL_1644,BGL_E70
BGL_1645,BGL_E70
BGL_1646,BGL_E4
BGL_1647,BGL_E4
BGL_1648,BGL_E70
BGL_1649,BGL_E70
BGL_1650,BGL_E70
BGL_1651,BGL_E70
BGL_1652,BGL_E70
BGL_1653,BGL_E70
BGL_1654,BGL_E4
BGL_1655,BGL_E70
BGL_1656,BGL_E70
BGL_1657,BGL_E70
BGL_1658,BGL_E70
BGL_1659,BGL_E70
BGL_1660,BGL_E70
BGL_1661,BGL_E4
BGL_1662,BGL_E70
BGL_1663,BGL_E70
BGL_1664,BGL_E70
BGL_1665,BGL_E4
BGL_1666,BGL_E70
BGL_1667,BGL_E70
BGL_1668,BGL_E70
BGL_1669,BGL_E70
BGL_1670,BGL_E70
BGL_1671,BGL_E70
BGL_1672,BGL_E70
BGL_1673,BGL_E34
BGL_1674,BGL_E70
BGL_1675,BGL_E70
BGL_1676,BGL_E70
BGL_1677,BGL_E70
BGL_1678,BGL_E70
BGL_1679,BGL_E4
BGL_1680,BGL_E70
BGL_1681,BGL_E70
BGL_1682,BGL_E70
BGL_1683,BGL_E4
BGL_1684,BGL_E4
BGL_1685,BGL_E4
BGL_1686,BGL_E70
BGL_1687,BGL_E70
BGL_1688,BGL_E70
BGL_1689,BGL_E18
BGL_1690,BGL_E77
BGL_1691,BGL_E18
BGL_1692,BGL_E2
BGL_1693,BGL_E77
BGL_1694,BGL_E26
BGL_1695,BGL_E26
BGL_1696,BGL_E70
BGL_1697,BGL_E70
BGL_1698,BGL_E18
BGL_1699,BGL_E34
BGL_1700,BGL_E70
BGL_1701,BGL_E70
BGL_1702,BGL_E70
BGL_1703,BGL_E70
BGL_1704,BGL_E70
BGL_1705,BGL_E70
BGL_1706,BGL_E70
BGL_1707,BGL_E70
BGL_1708,BGL_E70
BGL_1709,BGL_E70
BGL_1710,BGL_E70
BGL_1711,BGL_E70
BGL_1712,BGL_E70
BGL_1713,BGL_E70
BGL_1714,BGL_E70
BGL_1715,BGL_E70
BGL_1716,BGL_E70
BGL_1717,BGL_E70
BGL_1718,BGL_E4
BGL_1719,BGL_E60
BGL_1720,BGL_E103
BGL_1721,BGL_E70
BGL_1722,BGL_E70
BGL_1723,BGL_E70
BGL_1724,BGL_E4
BGL_1725,BGL_E70
BGL_1726,BGL_E70
BGL_1727,BGL_E70
BGL_1728,BGL_E18
BGL_1729,BGL_E70
BGL_1730,BGL_E70
BGL_1731,BGL_E70
BGL_1732,BGL_E70
BGL_1733,BGL_E10
BGL_1734,BGL_E18
BGL_1735,BGL_E5
BGL_1736,BGL_E18
BGL_1737,BGL_E18
BGL_1738,BGL_E2
BGL_1739,BGL_E18
BGL_1740,BGL_E111
BGL_1741,BGL_E70
BGL_1742,BGL_E70
BGL_1743,BGL_E70
BGL_1744,BGL_E4
BGL_1745,BGL_E34
BGL_1746,BGL_E2
BGL_1747,BGL_E18
BGL_1748,BGL_E111
BGL_1749,BGL_E60
BGL_1750,BGL_E60
BGL_1751,BGL_E46
BGL_1752,BGL_E34
BGL_1753,BGL_E34
BGL_1754,BGL_E34
BGL_1755,BGL_E93
BGL_1756,BGL_E93
BGL_1757,BGL_E111
BGL_1758,BGL_E60
BGL_1759,BGL_E26
BGL_1760,BGL_E11
BGL_1761,BGL_E11
BGL_1762,BGL_E41
BGL_1763,BGL_E41
BGL_1764,BGL_E41
BGL_1765,BGL_E18
BGL_1766,BGL_E34
BGL_1767,BGL_E34
BGL_1768,BGL_E80
BGL_1769,BGL_E41
BGL_1770,BGL_E82
BGL_1771,BGL_E82
BGL_1772,BGL_E82
BGL_1773,BGL_E82
BGL_1774,BGL_E82
BGL_1775,BGL_E82
BGL_1776,BGL_E82
BGL_1777,BGL_E41
BGL_1778,BGL_E31
BGL_1779,BGL_E30
BGL_1780,BGL_E41
BGL_1781,BGL_E30
BGL_1782,BGL_E41
BGL_1783,BGL_E30
BGL_1784,BGL_E31
BGL_1785,BGL_E30
BGL_1786,BGL_E18
BGL_1787,BGL_E56
BGL_1788,BGL_E32
BGL_1789,BGL_E41
BGL_1790,BGL_E32
BGL_1791,BGL_E41
BGL_1792,BGL_E32
BGL_1793,BGL_E41
BGL_1794,BGL_E41
BGL_1795,BGL_E32
BGL_1796,BGL_E106
BGL_1797,BGL_E41
BGL_1798,BGL_E41
BGL_1799,BGL_E14
BGL_1800,BGL_E41
BGL_1801,BGL_E41
BGL_1802,BGL_E93
BGL_1803,BGL_E41
BGL_1804,BGL_E18
BGL_1805,BGL_E37
BGL_1806,BGL_E37
BGL_1807,BGL_E7
BGL_1808,BGL_E7
BGL_1809,BGL_E7
BGL_1810,BGL_E12
BGL_1811,BGL_E12
BGL_1812,BGL_E12
BGL_1813,BGL_E12
BGL_1814,BGL_E12
BGL_1815,BGL_E7
BGL_1816,BGL_E7
BGL_1817,BGL_E12
BGL_1818,BGL_E12
BGL_1819,BGL_E7
BGL_1820,BGL_E12
BGL_1821,BGL_E7
BGL_1822,BGL_E12
BGL_1823,BGL_E12
BGL_1824,BGL_E7
BGL_1825,BGL_E12
BGL_1826,BGL_E12
BGL_1827,BGL_E12
BGL_1828,BGL_E12
BGL_1829,BGL_E12
BGL_1830,BGL_E12
BGL_1831,BGL_E7
BGL_1832,BGL_E12
BGL_1833,BGL_E12
BGL_1834,BGL_E7
BGL_1835,BGL_E12
BGL_1836,BGL_E12
BGL_1837,BGL_E12
BGL_1838,BGL_E12
BGL_1839,BGL_E12
BGL_1840,BGL_E7
BGL_1841,BGL_E7
BGL_1842,BGL_E7
BGL_1843,BGL_E12
BGL_1844,BGL_E12
BGL_1845,BGL_E7
BGL_1846,BGL_E12
BGL_1847,BGL_E7
BGL_1848,BGL_E7
BGL_1849,BGL_E12
BGL_1850,BGL_E7
BGL_1851,BGL_E7
BGL_1852,BGL_E12
BGL_1853,BGL_E7
BGL_1854,BGL_E12
BGL_1855,BGL_E12
BGL_1856,BGL_E12
BGL_1857,BGL_E7
BGL_1858,BGL_E12
BGL_1859,BGL_E12
BGL_1860,BGL_E7
BGL_1861,BGL_E7
BGL_1862,BGL_E7
BGL_1863,BGL_E12
BGL_1864,BGL_E7
BGL_1865,BGL_E12
BGL_1866,BGL_E7
BGL_1867,BGL_E12
BGL_1868,BGL_E7
BGL_1869,BGL_E12
BGL_1870,BGL_E7
BGL_1871,BGL_E12
BGL_1872,BGL_E7
BGL_1873,BGL_E7
BGL_1874,BGL_E12
BGL_1875,BGL_E12
BGL_1876,BGL_E12
